,Summary,Price,Brand,Condition,Category,Site
216,"sold  sep 16, 2019lululemon define 2 jacket brushed gray black",31.99,lululemon,PreOwned,outerwear,eBay
217,"sold  sep 16, 2019lululemon cool racerback tank top granite black mojave tan marbled size 4",23.37,lululemon,PreOwned,tops,eBay
218,"sold  sep 16, 2019lululemon athletica in stride jacket size 6 full zip black",34.00,lululemon,PreOwned,outerwear,eBay
219,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",27.00,lululemon,PreOwned,bottoms,eBay
220,"sold  sep 16, 2019lululemon  crop capri yoga leggings size 12",14.99,lululemon,PreOwned,bottoms,eBay
221,"sold  sep 16, 2019lululemon scuba hoodie size 6",9.00,lululemon,PreOwned,outerwear,eBay
222,"sold  sep 16, 2019lululemon victorias secret forever 21 lot of 6 tanks & hoodie xs s 4",9.50,lululemon,PreOwned,tops,eBay
223,"sold  sep 16, 2019lululemon short sleeve fitted yellow workout top shirt scoop neck size 2",19.00,lululemon,PreOwned,tops,eBay
224,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",46.00,lululemon,PreOwned,bottoms,eBay
225,"sold  sep 16, 2019lululemon womens size 8 awesoma henley hyper stripe slate gray v neck top",26.99,lululemon,PreOwned,tops,eBay
