,Summary,Price,Size,Brand,Condition,Category,Site
1514,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
1515,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
1516,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
1517,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
1518,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
1519,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
1520,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
1521,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
1522,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
1523,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
1524,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
1525,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
1526,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
1527,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
1528,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
1529,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
1530,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
1531,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
1532,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
1533,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
1534,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
1535,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
1536,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
1537,brand new reformation bianca skirt,70,26,Reformation,New,bottoms,Poshmark
1538,new! reformation julia high waisted cigarette jean,80,29,Reformation,New,other,Poshmark
1539,nwt reformation harper top large champagne color,135,L,Reformation,New,tops,Poshmark
1540,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
1541,silver tribal openwork teardrop drop earrings,28,OS,Reformation,PreOwned,other,Poshmark
1542,like new reformation gavin dress,180,2,Reformation,New,dresses,Poshmark
1543,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
1544,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
1545,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
1546,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
1547,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
1548,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
1549,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
1550,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
1551,reformation faith dress in wildflower | black mini,140,2,Reformation,PreOwned,dresses,Poshmark
1552,nwt reformation redford mini dress metallic,95,M,Reformation,New,dresses,Poshmark
1553,nwt reformation cherry carlita linen mini dress,95,S,Reformation,New,dresses,Poshmark
1554,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
1555,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
1556,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
1557,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
1558,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
1559,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
1560,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
1561,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
1562,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
1563,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
1564,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
1565,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
1566,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
1567,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
1568,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
1569,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
1570,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
1571,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
1572,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
1573,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
1574,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
1575,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
1576,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
1577,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
1578,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
1579,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
1580,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
1581,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
1582,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
1583,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
1584,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
1585,brand new reformation bianca skirt,70,26,Reformation,New,bottoms,Poshmark
1586,new! reformation julia high waisted cigarette jean,80,29,Reformation,New,other,Poshmark
1587,nwt reformation harper top large champagne color,135,L,Reformation,New,tops,Poshmark
1588,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
1589,silver tribal openwork teardrop drop earrings,28,OS,Reformation,PreOwned,other,Poshmark
1590,like new reformation gavin dress,180,2,Reformation,New,dresses,Poshmark
1591,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
1592,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
1593,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
1594,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
1595,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
1596,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
1597,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
1598,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
1599,reformation faith dress in wildflower | black mini,140,2,Reformation,PreOwned,dresses,Poshmark
1600,nwt reformation redford mini dress metallic,95,M,Reformation,New,dresses,Poshmark
1601,nwt reformation cherry carlita linen mini dress,95,S,Reformation,New,dresses,Poshmark
1602,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
1603,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
1604,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
1605,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
1606,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
1607,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
1608,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
1609,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
1610,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
1611,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
1612,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
1613,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
1614,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
1615,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
1616,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
1617,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
1618,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
1619,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
1620,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
1621,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
1622,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
1623,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
1624,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
1625,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
1626,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
1627,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
1628,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
1629,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
1630,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
1631,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
1632,reformation brooke wrap dress animal instinct nwt,120,M,Reformation,New,dresses,Poshmark
1633,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
1634,brand new reformation bianca skirt,70,26,Reformation,New,bottoms,Poshmark
1635,new! reformation julia high waisted cigarette jean,80,29,Reformation,New,other,Poshmark
1636,nwt reformation harper top large champagne color,135,L,Reformation,New,tops,Poshmark
1637,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
1638,silver tribal openwork teardrop drop earrings,28,OS,Reformation,PreOwned,other,Poshmark
1639,like new reformation gavin dress,180,2,Reformation,New,dresses,Poshmark
1640,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
1641,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
1642,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
1643,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
1644,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
1645,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
1646,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
1647,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
1648,reformation faith dress in wildflower | black mini,140,2,Reformation,PreOwned,dresses,Poshmark
1649,nwt reformation redford mini dress metallic,95,M,Reformation,New,dresses,Poshmark
1650,nwt reformation cherry carlita linen mini dress,95,S,Reformation,New,dresses,Poshmark
1651,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
1652,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
1653,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
1654,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
1655,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
1656,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
1657,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
1658,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
1659,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
1660,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
1661,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
1662,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
1663,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
1664,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
1665,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
1666,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
1667,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
1668,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
1669,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
1670,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
1671,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
1672,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
1673,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
1674,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
1675,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
1676,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
1677,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
1678,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
1679,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
1680,reformation brooke wrap dress animal instinct nwt,120,M,Reformation,New,dresses,Poshmark
1681,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
1682,brand new reformation bianca skirt,70,26,Reformation,New,bottoms,Poshmark
1683,new! reformation julia high waisted cigarette jean,80,29,Reformation,New,other,Poshmark
1684,nwt reformation harper top large champagne color,135,L,Reformation,New,tops,Poshmark
1685,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
1686,silver tribal openwork teardrop drop earrings,28,OS,Reformation,PreOwned,other,Poshmark
1687,like new reformation gavin dress,180,2,Reformation,New,dresses,Poshmark
1688,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
1689,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
1690,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
1691,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
1692,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
1693,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
1694,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
1695,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
